2016,Mystic Entertainment,JeA,나만 없어 (Bad Girl) (feat. Jung Yeop)
2016,Mystic Entertainment,JeA,Greedyy (욕심쟁이)
2016,Mystic Entertainment,JeA,사랑하기 좋은 날 (Just One Day)
2020,Mystic Story,JeA,Greedyy (with Moon Byul)
2016,Mystic Entertainment,Narsha,The Road
2016,Mystic Entertainment,Narsha,You (feat. Noh Min Hyuk)
2019,Mystic Entertainment,Narsha,삐리빠빠 (Bbi Ri Bba Bba) (Remix)
2015,Mystic Entertainment,Miryo,업타운 펑크 (Uptown Funk) (Cover)
2018,Mystic Story,Miryo,Dreams
2018,Mystic Story,Miryo,Come
2018,Mystic Story,Miryo,TRUE